date.id.power_usage.hour.day_of_week.days_from_start
2011-01-01 00:15:00.221.444.0.5.0
2011-01-01 00:15:00.220."81.7282665278501".0.5.0
2011-01-01 00:15:00.219."1278.48101265823".0.5.0
2011-01-01 00:15:00.218."204.301075268817".0.5.0
2011-01-01 00:15:00.217."680.529300567108".0.5.0
2011-01-01 00:15:00.216."113.074204946996".0.5.0
2011-01-01 00:15:00.215."1328.90365448505".0.5.0
2011-01-01 00:15:00.214."207.532051282051".0.5.0
2011-01-01 00:15:00.213."199.59266802444".0.5.0
2011-01-01 00:15:00.211."232.558139534884".0.5.0
2011-01-01 00:15:00.278."10278.3333333333".0.5.0
2011-01-01 00:15:00.2.0.0.5.0
2011-01-01 00:15:00.279.0.0.5.0
2011-01-01 00:15:00.344.0.0.5.0
2011-01-01 00:15:00.343.0.0.5.0
2011-01-01 00:15:00.342.0.0.5.0
2011-01-01 00:15:00.341.0.0.5.0
2011-01-01 00:15:00.340.0.0.5.0
2011-01-01 00:15:00.339.0.0.5.0
2011-01-01 00:15:00.338.0.0.5.0
2011-01-01 00:15:00.337.0.0.5.0
2011-01-01 00:15:00.336.0.0.5.0
2011-01-01 00:15:00.335.0.0.5.0
2011-01-01 00:15:00.334.0.0.5.0
2011-01-01 00:15:00.333.0.0.5.0
2011-01-01 00:15:00.332.0.0.5.0
2011-01-01 00:15:00.331.0.0.5.0
2011-01-01 00:15:00.330."129.62962962963".0.5.0
2011-01-01 00:15:00.329."45.08125".0.5.0
2011-01-01 00:15:00.328."135.514705882353".0.5.0
2011-01-01 00:15:00.327."644.444444444444".0.5.0
2011-01-01 00:15:00.326."264.11575562701".0.5.0
2011-01-01 00:15:00.345.0.0.5.0
2011-01-01 00:15:00.325."147.543640897756".0.5.0
2011-01-01 00:15:00.346.0.0.5.0
2011-01-01 00:15:00.348.0.0.5.0
2011-01-01 00:15:00.367.0.0.5.0
2011-01-01 00:15:00.366.0.0.5.0
2011-01-01 00:15:00.365.0.0.5.0
2011-01-01 00:15:00.364.0.0.5.0
2011-01-01 00:15:00.363.0.0.5.0
2011-01-01 00:15:00.362.0.0.5.0
2011-01-01 00:15:00.361.0.0.0.5.0
2011-01-01 00:15:00.360.0.0.5.0
2011-01-01 00:15:00.359.0.0.5.0
2011-01-01 00:15:00.358.0.0.5.0
2011-01-01 00:15:00.357.0.0.5.0
2011-01-01 00:15:00.356.0.0.5.0
2011-01-01 00:15:00.355.0.0.5.0
2011-01-01 00:15:00.354.0.0.5.0
2011-01-01 00:15:00.353.0.0.5.0
2011-01-01 00:15:00.352.0.0.5.0
2011-01-01 00:15:00.351.0.0.5.0
2011-01-01 00:15:00.350.0.0.5.0
2011-01-01 00:15:00.349.0.0.5.0
2011-01-01 00:15:00.347.0.0.5.0
2011-01-01 00:15:00.1.0.0.5.0
2011-01-01 00:15:00.324."177.559912854031".0.5.0
2011-01-01 00:15:00.323."247.095070422535".0.5.0
2011-01-01 00:15:00.298."260.26936026936".0.5.0
2011-01-01 00:15:00.297."860.882352941176".0.5.0
2011-01-01 00:15:00.296."77.7155172413793".0.5.0
2011-01-01 00:15:00.295."47.8844862323707".0.5.0
2011-01-01 00:15:00.294."156.536144578313".0.5.0
2011-01-01 00:15:00.293."393.885135135135".0.5.0
2011-01-01 00:15:00.292."74.2053930005737".0.5.0
2011-01-01 00:15:00.291."160.564334085779".0.5.0
2011-01-01 00:15:00.290."83.695652173913".0.5.0
2011-01-01 00:15:00.289."318.15331010453".0.5.0
2011-01-01 00:15:00.288.0.0.5.0
2011-01-01 00:15:00.287."40.7420924574209".0.5.0
2011-01-01 00:15:00.286."81.998031496063".0.5.0
2011-01-01 00:15:00.285."63.2739804709937".0.5.0
2011-01-01 00:15:00.284."53.7976782752902".0.5.0
2011-01-01 00:15:00.283."45.187969924812".0.5.0
2011-01-01 00:15:00.282."151.675749318801".0.5.0
2011-01-01 00:15:00.281."52.293956043956".0.5.0
2011-01-01 00:15:00.280."71.8457802064359".0.5.0
2011-01-01 00:15:00.299."100.027198549411".0.5.0
2011-01-01 00:15:00.300."74.4064093226511".0.5.0
2011-01-01 00:15:00.301."76.7471819645733".0.5.0
2011-01-01 00:15:00.302."95.4868154158215".0.5.0
2011-01-01 00:15:00.322."1003.78048780488".0.5.0
2011-01-01 00:15:00.321.0.0.5.0
2011-01-01 00:15:00.320."56.7608861726509".0.5.0
2011-01-01 00:15:00.319."62.5195094760312".0.5.0
2011-01-01 00:15:00.318."47.336089781453".0.5.0
2011-01-01 00:15:00.317."93.3640081799591".0.5.0
2011-01-01 00:15:00.316."269.818731117825".0.5.0
2011-01-01 00:15:00.315."167.829181494662".0.5.0
2011-01-01 00:15:00.314."72.6169749727965".0.5.0
2011-01-01 00:15:00.189."327.859237536657".0.5.0
2011-01-01 00:15:00.313."814.606741573034".0.5.0
2011-01-01 00:15:00.311."203.90625".0.5.0
2011-01-01 00:15:00.310."100.250240615977".0.5.0
2011-01-01 00:15:00.309."333.183856502242".0.5.0
2011-01-01 00:15:00.308."152.728731942215".0.5.0
2011-01-01 00:15:00.307.0.0.5.0
2011-01-01 00:15:00.306."364.769230769231".0.5.0
2011-01-01 00:15:00.305."36.7447784004075".0.5.0
2011-01-01 00:15:00.304.0.0.5.0
2011-01-01 00:15:00.303."33.5876993166287".0.5.0
2011-01-01 00:15:00.312."104.485006518905".0.5.0
2011-01-01 00:15:00.368.0.0.5.0
2011-01-01 00:15:00.188."205.83596214511".0.5.0
2011-01-01 00:15:00.4.0.0.5.0
2011-01-01 00:15:00.72.0.0.5.0
2011-01-01 00:15:00.71.0.0.5.0
2011-01-01 00:15:00.70.0.0.5.0
2011-01-01 00:15:00.69.0.0.5.0
2011-01-01 00:15:00.68.0.0.5.0
2011-01-01 00:15:00.67.0.0.5.0
2011-01-01 00:15:00.66.0.0.5.0
2011-01-01 00:15:00.65.0.0.5.0
2011-01-01 00:15:00.64.0.0.5.0
2011-01-01 00:15:00.63.0.0.5.0
2011-01-01 00:15:00.62.0.0.5.0
2011-01-01 00:15:00.61.0.0.5.0
2011-01-01 00:15:00.60.0.0.5.0
2011-01-01 00:15:00.59.0.0.5.0
2011-01-01 00:15:00.58.0.0.5.0
2011-01-01 00:15:00.57.0.0.5.0
2011-01-01 00:15:00.56.0.0.5.0
2011-01-01 00:15:00.55.0.0.5.0
2011-01-01 00:15:00.54.0.0.5.0
2011-01-01 00:15:00.73.0.0.5.0
2011-01-01 00:15:00.53.0.0.5.0
2011-01-01 00:15:00.74.0.0.5.0
2011-01-01 00:15:00.76.0.0.5.0
2011-01-01 00:15:00.6.0.0.5.0
2011-01-01 00:15:00.94.0.0.5.0
2011-01-01 00:15:00.93.0.0.5.0
2011-01-01 00:15:00.92.0.0.5.0
2011-01-01 00:15:00.91.0.0.5.0
2011-01-01 00:15:00.90.0.0.5.0
2011-01-01 00:15:00.89.0.0.5.0
2011-01-01 00:15:00.88.0.0.5.0
2011-01-01 00:15:00.87.0.0.5.0
2011-01-01 00:15:00.86.0.0.5.0
2011-01-01 00:15:00.85.0.0.5.0
2011-01-01 00:15:00.84.0.0.5.0
2011-01-01 00:15:00.83.0.0.5.0
2011-01-01 00:15:00.82.0.0.5.0
2011-01-01 00:15:00.81.0.0.5.0
2011-01-01 00:15:00.80.0.0.5.0
2011-01-01 00:15:00.79.0.0.5.0
2011-01-01 00:15:00.78.0.0.5.0
2011-01-01 00:15:00.77.0.0.5.0
2011-01-01 00:15:00.75.0.0.5.0
2011-01-01 00:15:00.95.0.0.5.0
2011-01-01 00:15:00.52.0.0.5.0
2011-01-01 00:15:00.50.0.0.5.0
2011-01-01 00:15:00.27.0.0.5.0
2011-01-01 00:15:00.26.0.0.5.0
2011-01-01 00:15:00.25.0.0.5.0
2011-01-01 00:15:00.24.0.0.5.0
2011-01-01 00:15:00.23.0.0.5.0
2011-01-01 00:15:00.22.0.0.5.0
2011-01-01 00:15:00.21.0.0.5.0
2011-01-01 00:15:00.20.0.0.5.0
2011-01-01 00:15:00.19.0.0.5.0
2011-01-01 00:15:00.18.0.0.5.0
2011-01-01 00:15:00.17.0.0.5.0
2011-01-01 00:15:00.16.0.0.5.0
2011-01-01 00:15:00.15.0.0.5.0
2011-01-01 00:15:00.14.0.0.5.0
2011-01-01 00:15:00.13.0.0.5.0
2011-01-01 00:15:00.12.0.0.5.0
2011-01-01 00:15:00.11.0.0.5.0
2011-01-01 00:15:00.10.0.0.5.0
2011-01-01 00:15:00.9.0.0.5.0
2011-01-01 00:15:00.28.0.0.5.0
2011-01-01 00:15:00.51.0.0.5.0
2011-01-01 00:15:00.29.0.0.5.0
2011-01-01 00:15:00.31.0.0.5.0
2011-01-01 00:15:00.49.0.0.5.0
2011-01-01 00:15:00.7.0.0.5.0
2011-01-01 00:15:00.48.0.0.5.0
2011-01-01 00:15:00.47.0.0.5.0
2011-01-01 00:15:00.46.0.0.5.0
2011-01-01 00:15:00.45.0.0.5.0
2011-01-01 00:15:00.44.0.0.5.0
2011-01-01 00:15:00.43.0.0.5.0
2011-01-01 00:15:00.42.0.0.5.0
2011-01-01 00:15:00.41.0.0.5.0
2011-01-01 00:15:00.40.0.0.5.0
2011-01-01 00:15:00.39.0.0.5.0
2011-01-01 00:15:00.38.0.0.5.0
2011-01-01 00:15:00.37.0.0.5.0
2011-01-01 00:15:00.36.0.0.5.0
2011-01-01 00:15:00.35.0.0.5.0
2011-01-01 00:15:00.34.0.0.5.0
2011-01-01 00:15:00.33.0.0.5.0
2011-01-01 00:15:00.32.0.0.5.0
2011-01-01 00:15:00.30.0.0.5.0
2011-01-01 00:15:00.96.0.0.5.0
2011-01-01 00:15:00.97.0.0.5.0
2011-01-01 00:15:00.98.0.0.5.0
2011-01-01 00:15:00.163.0.0.5.0
2011-01-01 00:15:00.162."1965.43778801843".0.5.0
2011-01-01 00:15:00.161."158.006362672322".0.5.0
2011-01-01 00:15:00.160."1935.18518518519".0.5.0
2011-01-01 00:15:00.159.0.0.5.0
2011-01-01 00:15:00.158."20.3639846743295".0.5.0
2011-01-01 00:15:00.157."38.3422459893048".0.5.0
2011-01-01 00:15:00.156.0.0.5.0
2011-01-01 00:15:00.155."68.203368683718".0.5.0
2011-01-01 00:15:00.154.0.0.5.0
2011-01-01 00:15:00.153.0.0.5.0
2011-01-01 00:15:00.152.0.0.5.0
2011-01-01 00:15:00.151.0.0.5.0
2011-01-01 00:15:00.150.0.0.5.0
2011-01-01 00:15:00.149.0.0.5.0
2011-01-01 00:15:00.148.0.0.5.0
2011-01-01 00:15:00.147.0.0.5.0
2011-01-01 00:15:00.146.0.0.5.0
2011-01-01 00:15:00.145.0.0.5.0
2011-01-01 00:15:00.164.0.0.5.0
2011-01-01 00:15:00.144.0.0.5.0
2011-01-01 00:15:00.165."838.461538461538".0.5.0
2011-01-01 00:15:00.167."50.7562076749436".0.5.0
2011-01-01 00:15:00.186."13.4228187919463".0.5.0
2011-01-01 00:15:00.185.0.0.5.0
2011-01-01 00:15:00.184.0.0.5.0
2011-01-01 00:15:00.183.0.0.5.0
2011-01-01 00:15:00.182."45.7174556213018".0.5.0
2011-01-01 00:15:00.181."39.5888594164456".0.5.0
2011-01-01 00:15:00.180.0.0.5.0
2011-01-01 00:15:00.179."93.2917316692668".0.5.0
2011-01-01 00:15:00.178.0.0.5.0
2011-01-01 00:15:00.177.0.0.5.0
2011-01-01 00:15:00.176.0.0.5.0
2011-01-01 00:15:00.175."41.4825870646766".0.5.0
2011-01-01 00:15:00.174."76.7927631578947".0.5.0
2011-01-01 00:15:00.173."74.5622119815668".0.5.0
2011-01-01 00:15:00.172.0.0.5.0
2011-01-01 00:15:00.171."80.7970112079701".0.5.0
2011-01-01 00:15:00.170."137.885196374622".0.5.0
2011-01-01 00:15:00.169.0.0.5.0
2011-01-01 00:15:00.168."24.5706051873199".0.5.0
2011-01-01 00:15:00.166.0.0.5.0
2011-01-01 00:15:00.143.0.0.5.0
2011-01-01 00:15:00.142.0.0.5.0
2011-01-01 00:15:00.141.0.0.5.0
2011-01-01 00:15:00.117.0.0.5.0
2011-01-01 00:15:00.116.0.0.5.0
2011-01-01 00:15:00.115.0.0.5.0
2011-01-01 00:15:00.114.0.0.5.0
2011-01-01 00:15:00.113.0.0.5.0
2011-01-01 00:15:00.112.0.0.5.0
2011-01-01 00:15:00.111.0.0.5.0
2011-01-01 00:15:00.110.0.0.5.0
2011-01-01 00:15:00.109.0.0.5.0
2011-01-01 00:15:00.108.0.0.5.0
2011-01-01 00:15:00.107.0.0.5.0
2011-01-01 00:15:00.106.0.0.5.0
2011-01-01 00:15:00.105.0.0.5.0
2011-01-01 00:15:00.104.0.0.5.0
2011-01-01 00:15:00.103.0.0.5.0
2011-01-01 00:15:00.102.0.0.5.0
2011-01-01 00:15:00.101.0.0.5.0
2011-01-01 00:15:00.100.0.0.5.0
2011-01-01 00:15:00.99.0.0.5.0
2011-01-01 00:15:00.118.0.0.5.0
2011-01-01 00:15:00.119.0.0.5.0
2011-01-01 00:15:00.120.0.0.5.0
2011-01-01 00:15:00.121.0.0.5.0
2011-01-01 00:15:00.5.0.0.5.0
2011-01-01 00:15:00.140.0.0.5.0
2011-01-01 00:15:00.139.0.0.5.0
2011-01-01 00:15:00.138.0.0.5.0
2011-01-01 00:15:00.137.0.0.5.0
2011-01-01 00:15:00.136.0.0.5.0
2011-01-01 00:15:00.135.0.0.5.0
2011-01-01 00:15:00.134.0.0.5.0
2011-01-01 00:15:00.133.0.0.5.0
2011-01-01 00:15:00.187."22.123745819398".0.5.0
2011-01-01 00:15:00.132.0.0.5.0
2011-01-01 00:15:00.130."260.416666666667".0.5.0
2011-01-01 00:15:00.129.0.0.5.0
2011-01-01 00:15:00.128.0.0.5.0
2011-01-01 00:15:00.127.0.0.5.0
2011-01-01 00:15:00.126.0.0.5.0
2011-01-01 00:15:00.125.0.0.5.0
2011-01-01 00:15:00.124.0.0.5.0
2011-01-01 00:15:00.123."71.7703349282297".0.5.0
2011-01-01 00:15:00.122.0.0.5.0
2011-01-01 00:15:00.131."45.7217504898759".0.5.0
2011-01-01 00:15:00.369.0.0.5.0
2011-01-01 00:15:00.8.0.0.5.0
2011-01-01 00:30:00.119.0.0.5.0
2011-01-01 00:30:00.108.0.0.5.0
2011-01-01 00:30:00.25.0.0.5.0
2011-01-01 00:30:00.122.0.0.5.0
2011-01-01 00:30:00.236."44.7052341597796".0.5.0
2011-01-01 00:30:00.321.0.0.5.0
2011-01-01 00:30:00.250."57.8995189738108".0.5.0
2011-01-01 00:30:00.135.0.0.5.0
2011-01-01 00:30:00.291."147.020316027088".0.5.0
2011-01-01 00:30:00.218."195.698924731183".0.5.0
2011-01-01 00:30:00.255."73.2755474452555".0.5.0
2011-01-01 00:30:00.241."135.600600600601".0.5.0
2011-01-01 00:30:00.145.0.0.5.0
2011-01-01 00:30:00.21.0.0.5.0
2011-01-01 00:30:00.39.0.0.5.0
2011-01-01 00:30:00.64.0.0.5.0
2011-01-01 00:30:00.347.0.0.5.0
2011-01-01 00:30:00.103.0.0.5.0
2011-01-01 00:30:00.83.0.0.5.0
2011-01-01 00:30:00.117.0.0.5.0
2011-01-01 00:30:00.54.0.0.5.0
2011-01-01 00:30:00.219."1253.16455696203".0.5.0
2011-01-01 00:30:00.272."273.273273273273".0.5.0
2011-01-01 00:30:00.2.0.0.5.0
2011-01-01 00:30:00.164.0.0.5.0
2011-01-01 00:30:00.181."31.6246684350133".0.5.0
2011-01-01 00:30:00.205."117.983963344788".0.5.0
2011-01-01 00:30:00.95.0.0.5.0
2011-01-01 00:30:00.6.0.0.5.0
2011-01-01 00:30:00.63.0.0.5.0
2011-01-01 00:30:00.266."33.4088335220838".0.5.0
2011-01-01 00:30:00.153.0.0.5.0
2011-01-01 00:30:00.26.0.0.5.0
2011-01-01 00:30:00.340.0.0.5.0
2011-01-01 00:30:00.107.0.0.5.0
2011-01-01 00:30:00.128.0.0.5.0
2011-01-01 00:30:00.304.0.0.5.0
2011-01-01 00:30:00.33.0.0.5.0
2011-01-01 00:30:00.261."94.9856733524355".0.5.0
2011-01-01 00:30:00.41.0.0.5.0
2011-01-01 00:30:00.166.0.0.5.0
2011-01-01 00:30:00.22.0.0.5.0
2011-01-01 00:30:00.179."93.2917316692668".0.5.0
2011-01-01 00:30:00.217."674.858223062382".0.5.0
2011-01-01 00:30:00.329."50.0875".0.5.0
2011-01-01 00:30:00.206."338.775510204082".0.5.0
2011-01-01 00:30:00.334.0.0.5.0
2011-01-01 00:30:00.84.0.0.5.0
2011-01-01 00:30:00.180.0.0.5.0
2011-01-01 00:30:00.366.0.0.5.0
2011-01-01 00:30:00.118.0.0.5.0
2011-01-01 00:30:00.165."860.43956043956".0.5.0
2011-01-01 00:30:00.364.0.0.5.0
2011-01-01 00:30:00.360.0.0.5.0
2011-01-01 00:30:00.343.0.0.5.0
2011-01-01 00:30:00.29.0.0.5.0
2011-01-01 00:30:00.46.0.0.5.0
2011-01-01 00:30:00.220."87.4544508068714".0.5.0
2011-01-01 00:30:00.81.0.0.5.0
2011-01-01 00:30:00.201."239.43661971831".0.5.0
2011-01-01 00:30:00.326."264.11575562701".0.5.0
2011-01-01 00:30:00.127.0.0.5.0
2011-01-01 00:30:00.298."283.872053872054".0.5.0
2011-01-01 00:30:00.162."1746.54377880184".0.5.0
2011-01-01 00:30:00.13.0.0.5.0
2011-01-01 00:30:00.356.0.0.5.0
2011-01-01 00:30:00.302."81.2778904665314".0.5.0
2011-01-01 00:30:00.281."51.6071428571429".0.5.0
2011-01-01 00:30:00.335.0.0.5.0
2011-01-01 00:30:00.322."967.195121951219".0.5.0
2011-01-01 00:30:00.245."407.261410788382".0.5.0
2011-01-01 00:30:00.183.0.0.5.0
2011-01-01 00:30:00.18.0.0.5.0
2011-01-01 00:30:00.267."175.461689587426".0.5.0
2011-01-01 00:30:00.67.0.0.5.0
2011-01-01 00:30:00.357.0.0.5.0
2011-01-01 00:30:00.97.0.0.5.0
2011-01-01 00:30:00.349.0.0.5.0
2011-01-01 00:30:00.353.0.0.5.0
2011-01-01 00:30:00.184.0.0.5.0
2011-01-01 00:30:00.110.0.0.5.0
2011-01-01 00:30:00.80.0.0.5.0
2011-01-01 00:30:00.225."324.282389449185".0.5.0
2011-01-01 00:30:00.116.0.0.5.0
2011-01-01 00:30:00.264."107.354618015964".0.5.0
2011-01-01 00:30:00.163.0.0.5.0
2011-01-01 00:30:00.274."71.6504854368932".0.5.0
2011-01-01 00:30:00.204."277.542372881356".0.5.0
2011-01-01 00:30:00.230."380.41095890411".0.5.0
2011-01-01 00:30:00.109.0.0.5.0
2011-01-01 00:30:00.226."219.037871033777".0.5.0
2011-01-01 00:30:00.82.0.0.5.0
2011-01-01 00:30:00.318."49.1080921441229".0.5.0
2011-01-01 00:30:00.307.0.0.5.0
2011-01-01 00:30:00.96.0.0.5.0
2011-01-01 00:30:00.203."443.283582089552".0.5.0
2011-01-01 00:30:00.296."70.8103448275862".0.5.0
2011-01-01 00:30:00.65.0.0.5.0
2011-01-01 00:30:00.32.0.0.5.0
2011-01-01 00:30:00.339.0.0.5.0
2011-01-01 00:30:00.345.0.0.5.0
2011-01-01 00:30:00.154.0.0.5.0
2011-01-01 00:30:00.260."39.5454545454545".0.5.0
2011-01-01 00:30:00.144.0.0.5.0
2011-01-01 00:30:00.303."34.1571753986333".0.5.0
2011-01-01 00:30:00.182."42.7514792899408".0.5.0
2011-01-01 00:30:00.202."317.204301075269".0.5.0
2011-01-01 00:30:00.66.0.0.5.0
2011-01-01 00:30:00.53.0.0.5.0
2011-01-01 00:30:00.42.0.0.5.0
2011-01-01 00:30:00.368.0.0.5.0
2011-01-01 00:30:00.235."95.4828660436137".0.5.0
2011-01-01 00:30:00.207."4184.87394957983".0.5.0
2011-01-01 00:30:00.283."42.1754385964912".0.5.0
2011-01-01 00:30:00.14.0.0.5.0
2011-01-01 00:30:00.57.0.0.5.0
2011-01-01 00:30:00.214."200.320512820513".0.5.0
2011-01-01 00:30:00.286."82.9822834645669".0.5.0
2011-01-01 00:30:00.173."69.9539170506912".0.5.0
2011-01-01 00:30:00.365.0.0.5.0
2011-01-01 00:30:00.90.0.0.5.0
2011-01-01 00:30:00.352.0.0.5.0
2011-01-01 00:30:00.210.85.0.5.0
2011-01-01 00:30:00.19.0.0.5.0
2011-01-01 00:30:00.150.0.0.5.0
2011-01-01 00:30:00.277."50.8682855040471".0.5.0
2011-01-01 00:30:00.229."61.6591928251121".0.5.0
2011-01-01 00:30:00.320."56.7608861726509".0.5.0
2011-01-01 00:30:00.215."1338.87043189369".0.5.0
2011-01-01 00:30:00.132.0.0.5.0
2011-01-01 00:30:00.106.0.0.5.0
2011-01-01 00:30:00.275."912.376237623762".0.5.0
2011-01-01 00:30:00.333.0.0.5.0
2011-01-01 00:30:00.341.0.0.5.0
2011-01-01 00:30:00.246."235.772357723577".0.5.0
2011-01-01 00:30:00.89.0.0.5.0
2011-01-01 00:30:00.278.10445.0.5.0
2011-01-01 00:30:00.40.0.0.5.0
2011-01-01 00:30:00.359.0.0.5.0
2011-01-01 00:30:00.120.0.0.5.0
2011-01-01 00:30:00.211."236.434108527132".0.5.0
2011-01-01 00:30:00.151.0.0.5.0
2011-01-01 00:30:00.23.0.0.5.0
2011-01-01 00:30:00.228."596.599690880989".0.5.0
2011-01-01 00:30:00.285."74.3595634692705".0.5.0
2011-01-01 00:30:00.58.0.0.5.0
2011-01-01 00:30:00.36.0.0.5.0
2011-01-01 00:30:00.12.0.0.5.0
2011-01-01 00:30:00.301."71.1030595813205".0.5.0
2011-01-01 00:30:00.92.0.0.5.0
2011-01-01 00:30:00.290."85.3260869565217".0.5.0
2011-01-01 00:30:00.238."57.3151125401929".0.5.0
2011-01-01 00:30:00.170."150.030211480363".0.5.0
2011-01-01 00:30:00.212."644.251626898048".0.5.0
2011-01-01 00:30:00.242."72.3945902943516".0.5.0
2011-01-01 00:30:00.253."156.397260273973".0.5.0
2011-01-01 00:30:00.59.0.0.5.0
2011-01-01 00:30:00.10.0.0.5.0
2011-01-01 00:30:00.91.0.0.5.0
2011-01-01 00:30:00.350.0.0.5.0
2011-01-01 00:30:00.131."39.1900718484651".0.5.0
2011-01-01 00:30:00.130."270.833333333333".0.5.0
2011-01-01 00:30:00.213."195.519348268839".0.5.0
2011-01-01 00:30:00.171."82.0423412204234".0.5.0
2011-01-01 00:30:00.342.0.0.5.0
2011-01-01 00:30:00.105.0.0.5.0
2011-01-01 00:30:00.312."111.003911342894".0.5.0
2011-01-01 00:30:00.172.0.0.5.0
2011-01-01 00:30:00.60.0.0.5.0
2011-01-01 00:30:00.129.0.0.5.0
2011-01-01 00:30:00.270."81.6352675207234".0.5.0
2011-01-01 00:30:00.174."66.9243421052632".0.5.0
2011-01-01 00:30:00.332.0.0.5.0
2011-01-01 00:30:00.216."106.890459363958".0.5.0
2011-01-01 00:30:00.208."264.0625".0.5.0
2011-01-01 00:30:00.148.0.0.5.0
2011-01-01 00:30:00.87.0.0.5.0
2011-01-01 00:30:00.104.0.0.5.0
2011-01-01 00:30:00.306."364.769230769231".0.5.0
2011-01-01 00:30:00.16.0.0.5.0
2011-01-01 00:30:00.254.0.0.5.0
2011-01-01 00:30:00.48.0.0.5.0
